Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
548-46-9322,B,Mandalay,Normal,Male,Food and beverages,39.9,10,19.95,418.95,2/20/2019,15:24:00,Credit card,399.0,4761904762,19.95,5.9
505-02-0892,B,Mandalay,Member,Male,Health and beauty,42.57,8,17028.0,357588.0,2/25/2019,14:12:00,Ewallet,340.56,4761904762,17028.0,5.6
234-65-2137,C,Naypyitaw,Normal,Male,Home and lifestyle,95.58,10,47.79,1003.59,1/16/2019,13:32:00,Cash,955.8,4761904762,47.79,4.8
687-47-8271,A,Yangon,Normal,Male,Fashion accessories,98.98,10,49.49,1039.29,2019-08-02 00:00:00,16:20:00,Credit card,989.8,4761904762,49.49,8.7
796-32-9050,A,Yangon,Normal,Male,Food and beverages,51.28,6,15384.0,323064.0,1/19/2019,16:31:00,Cash,307.68,4761904762,15384.0,6.5
105-31-1824,A,Yangon,Member,Male,Sports and travel,69.52,7,24332.0,510972.0,2019-01-02 00:00:00,15:10:00,Credit card,486.64,4761904762,24332.0,8.5
249-42-3782,A,Yangon,Normal,Male,Health and beauty,70.01,5,175025.0,3675525.0,2019-03-01 00:00:00,11:36:00,Ewallet,350.05,4761904762,175025.0,5.5
316-55-4634,B,Mandalay,Member,Male,Food and beverages,80.05,5,200125.0,4202625.0,1/26/2019,12:45:00,Credit card,400.25,4761904762,200125.0,9.4
733-33-4967,C,Naypyitaw,Normal,Male,Electronic accessories,20.85,8,8.34,175.14,2019-03-03 00:00:00,19:17:00,Cash,166.8,4761904762,8.34,6.3
608-27-6295,B,Mandalay,Member,Male,Electronic accessories,52.89,6,15867.0,333207.0,1/19/2019,17:34:00,Credit card,317.34,4761904762,15867.0,9.8
414-12-7047,B,Mandalay,Normal,Male,Food and beverages,19.79,8,7916.0,166236.0,1/18/2019,12:04:00,Ewallet,158.32,4761904762,7916.0,8.7
827-26-2100,A,Yangon,Member,Male,Home and lifestyle,33.84,9,15228.0,319788.0,3/21/2019,16:21:00,Ewallet,304.56,4761904762,15228.0,8.8
175-54-2529,A,Yangon,Member,Male,Food and beverages,22.17,8,8868.0,186228.0,2019-03-03 00:00:00,17:01:00,Credit card,177.36,4761904762,8868.0,9.6
139-52-2867,C,Naypyitaw,Normal,Female,Fashion accessories,22.51,7,78785.0,1654485.0,2/13/2019,10:50:00,Credit card,157.57,4761904762,78785.0,4.8
407-63-8975,A,Yangon,Normal,Male,Food and beverages,73.88,6,22164.0,465444.0,3/23/2019,19:16:00,Ewallet,443.28,4761904762,22164.0,4.4
342-65-4817,C,Naypyitaw,Member,Male,Health and beauty,86.8,3,13.02,273.42,1/28/2019,16:47:00,Ewallet,260.4,4761904762,13.02,9.9
130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories,64.26,7,22491.0,472311.0,2019-09-02 00:00:00,10:00:00,Cash,449.82,4761904762,22491.0,5.7
434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,38.47,8,15388.0,323148.0,1/23/2019,11:51:00,Cash,307.76,4761904762,15388.0,7.7
851-28-6367,A,Yangon,Member,Male,Sports and travel,15.5,10,7.75,162.75,3/23/2019,10:55:00,Ewallet,155.0,4761904762,7.75,8.0
824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,34.31,8,13724.0,288204.0,1/25/2019,15:00:00,Ewallet,274.48,4761904762,13724.0,5.7
586-25-0848,A,Yangon,Normal,Female,Sports and travel,12.34,7,4319.0,90699.0,2019-04-03 00:00:00,11:19:00,Credit card,86.38,4761904762,4319.0,6.7
895-66-0685,B,Mandalay,Member,Male,Food and beverages,18.08,3,2712.0,56952.0,2019-05-03 00:00:00,19:46:00,Ewallet,54.24,4761904762,2712.0,8.0
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.49,8,37796.0,793716.0,2019-03-03 00:00:00,19:00:00,Ewallet,755.92,4761904762,37796.0,7.5
732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.47,4,9294.0,195174.0,2019-08-02 00:00:00,10:53:00,Cash,185.88,4761904762,9294.0,7.0
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07,1,37035.0,777735.0,2019-10-02 00:00:00,12:50:00,Ewallet,74.07,4761904762,37035.0,9.9
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,13962.0,293202.0,1/28/2019,20:50:00,Credit card,279.24,4761904762,13962.0,5.9
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11556.0,242676.0,2019-11-02 00:00:00,10:39:00,Credit card,231.12,4761904762,11556.0,7.2
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.52,2,7352.0,154392.0,1/15/2019,13:41:00,Ewallet,147.04,4761904762,7352.0,4.6
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.8,9,39.51,829.71,3/16/2019,19:08:00,Cash,790.2,4761904762,39.51,9.2
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,1/26/2019,20:23:00,Ewallet,102.2,4761904762,5.11,5.7
831-07-6050,A,Yangon,Normal,Male,Electronic accessories,32.71,5,81775.0,1717275.0,3/19/2019,11:30:00,Credit card,163.55,4761904762,81775.0,9.9
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,74.29,1,37145.0,780045.0,1/13/2019,19:30:00,Cash,74.29,4761904762,37145.0,5.0
848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,43.7,2,4.37,91.77,3/26/2019,18:03:00,Cash,87.4,4761904762,4.37,4.9
856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,25.29,1,12645.0,265545.0,3/23/2019,10:13:00,Ewallet,25.29,4761904762,12645.0,6.1
699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,41.5,4,8.3,174.3,2019-12-03 00:00:00,19:58:00,Credit card,166.0,4761904762,8.3,8.2
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39,5,178475.0,3747975.0,2/17/2019,19:57:00,Credit card,356.95,4761904762,178475.0,5.5
606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,19.15,6,5745.0,120645.0,1/29/2019,10:01:00,Credit card,114.9,4761904762,5745.0,6.8
542-41-0513,B,Mandalay,Member,Female,Electronic accessories,57.49,4,11498.0,241458.0,3/15/2019,11:57:00,Cash,229.96,4761904762,11498.0,6.6
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,214935.0,4513635.0,1/14/2019,10:02:00,Cash,429.87,4761904762,214935.0,9.8
875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.9,10,12.95,271.95,2019-06-02 00:00:00,14:51:00,Ewallet,259.0,4761904762,12.95,8.7
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,5,44425.0,932925.0,2/15/2019,12:42:00,Credit card,88.85,4761904762,44425.0,5.4
749-24-1565,A,Yangon,Normal,Female,Health and beauty,23.03,9,103635.0,2176335.0,2019-03-01 00:00:00,12:02:00,Ewallet,207.27,4761904762,103635.0,7.9
672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,66.65,9,299925.0,6298425.0,2019-04-01 00:00:00,18:19:00,Credit card,599.85,4761904762,299925.0,9.7
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,14265.0,299565.0,3/18/2019,17:38:00,Ewallet,285.3,4761904762,14265.0,7.8
573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30.37,3,45555.0,956655.0,3/28/2019,13:41:00,Ewallet,91.11,4761904762,45555.0,5.1
817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99.73,9,448785.0,9424485.0,2019-02-03 00:00:00,19:42:00,Credit card,897.57,4761904762,448785.0,6.5
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.23,9,118035.0,2478735.0,1/25/2019,20:24:00,Ewallet,236.07,4761904762,118035.0,5.9
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,93.26,9,41967.0,881307.0,1/16/2019,18:08:00,Cash,839.34,4761904762,41967.0,8.8
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,3/20/2019,19:17:00,Ewallet,461.8,4761904762,23.09,4.9
656-16-1063,B,Mandalay,Normal,Male,Sports and travel,46.42,3,6963.0,146223.0,2019-04-01 00:00:00,13:24:00,Credit card,139.26,4761904762,6963.0,4.4
891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.61,7,103635.0,2176335.0,2019-11-03 00:00:00,15:53:00,Cash,207.27,4761904762,103635.0,6.5
802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.28,1,0.914,19194.0,3/22/2019,15:05:00,Credit card,18.28,4761904762,0.914,8.3
560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77,5,61925.0,1300425.0,3/24/2019,18:27:00,Cash,123.85,4761904762,61925.0,8.5
319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,3,14196.0,298116.0,2/21/2019,16:55:00,Cash,283.92,4761904762,14196.0,5.5
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87,8,37948.0,796908.0,2019-12-02 00:00:00,12:58:00,Ewallet,758.96,4761904762,37948.0,8.7
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,3,8601.0,180621.0,2019-10-03 00:00:00,18:59:00,Credit card,172.02,4761904762,8601.0,7.9
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,6,13605.0,285705.0,1/31/2019,13:44:00,Ewallet,272.1,4761904762,13605.0,6.1
468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08,7,21728.0,456288.0,2019-06-03 00:00:00,13:46:00,Ewallet,434.56,4761904762,21728.0,5.4
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,29525.0,620025.0,2/17/2019,18:06:00,Cash,59.05,4761904762,29525.0,9.4
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.627,13167.0,2/21/2019,12:38:00,Cash,12.54,4761904762,0.627,8.2
213-72-6612,A,Yangon,Normal,Male,Food and beverages,43.25,2,4325.0,90825.0,3/20/2019,15:56:00,Cash,86.5,4761904762,4325.0,6.2
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87.16,2,8716.0,183036.0,2019-11-01 00:00:00,14:29:00,Credit card,174.32,4761904762,8716.0,9.7
836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,9,312165.0,6555465.0,1/26/2019,19:14:00,Ewallet,624.33,4761904762,312165.0,4.0
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7412.0,155652.0,1/31/2019,16:24:00,Ewallet,148.24,4761904762,7412.0,9.7
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2/26/2019,10:52:00,Cash,544.2,4761904762,27.21,5.3
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42,8,25368.0,532728.0,2019-11-03 00:00:00,12:55:00,Ewallet,507.36,4761904762,25368.0,7.4
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,8137.0,170877.0,1/26/2019,19:28:00,Cash,162.74,4761904762,8137.0,6.5
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59,3,15885.0,333585.0,2019-12-03 00:00:00,13:52:00,Credit card,31.77,4761904762,15885.0,8.7
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,378405.0,7946505.0,2019-11-02 00:00:00,10:54:00,Cash,756.81,4761904762,378405.0,8.0
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4,14764.0,310044.0,2/21/2019,18:31:00,Cash,295.28,4761904762,14764.0,6.7
157-13-5295,A,Yangon,Member,Male,Health and beauty,51.94,10,25.97,545.37,2019-09-03 00:00:00,18:24:00,Ewallet,519.4,4761904762,25.97,6.5
645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.14,2,9314.0,195594.0,1/20/2019,18:09:00,Ewallet,186.28,4761904762,9314.0,4.1
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,43525.0,914025.0,1/28/2019,15:16:00,Credit card,87.05,4761904762,43525.0,4.9
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11055.0,232155.0,2019-05-03 00:00:00,17:07:00,Credit card,221.1,4761904762,11055.0,8.6
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5,3305.0,69405.0,2019-02-03 00:00:00,19:26:00,Cash,66.1,4761904762,3305.0,4.3
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.69,1,44845.0,941745.0,2019-11-01 00:00:00,11:20:00,Ewallet,89.69,4761904762,44845.0,4.9
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9,11223.0,235683.0,2019-11-01 00:00:00,16:49:00,Credit card,224.46,4761904762,11223.0,5.6
448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,2,5977.0,125517.0,2019-11-03 00:00:00,12:01:00,Credit card,119.54,4761904762,5977.0,5.8
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2/28/2019,18:37:00,Credit card,186.4,4761904762,9.32,6.0
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,2019-05-01 00:00:00,11:25:00,Cash,250.6,4761904762,12.53,4.2
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37548.0,788508.0,2019-02-02 00:00:00,18:42:00,Credit card,750.96,4761904762,37548.0,8.3
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.59,8,19036.0,399756.0,2019-01-01 00:00:00,14:47:00,Cash,380.72,4761904762,19036.0,5.7
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2019-09-02 00:00:00,19:43:00,Cash,244.2,4761904762,12.21,4.8
604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5,4485.0,94185.0,1/23/2019,14:04:00,Ewallet,89.7,4761904762,4485.0,6.8
799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.72,4,15544.0,326424.0,2019-07-01 00:00:00,16:11:00,Credit card,310.88,4761904762,15544.0,8.8
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,25571.0,536991.0,1/14/2019,19:06:00,Credit card,511.42,4761904762,25571.0,4.2
845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,9,209475.0,4398975.0,2019-02-02 00:00:00,15:34:00,Ewallet,418.95,4761904762,209475.0,6.4
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17595.0,369495.0,3/17/2019,19:06:00,Credit card,351.9,4761904762,17595.0,8.4
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1439.0,30219.0,2019-02-03 00:00:00,19:44:00,Credit card,28.78,4761904762,1439.0,7.2
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,3/16/2019,11:22:00,Cash,95.0,4761904762,4.75,5.2
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,2019-06-01 00:00:00,11:23:00,Cash,471.2,4761904762,23.56,8.9
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4,6524.0,137004.0,1/29/2019,14:12:00,Cash,130.48,4761904762,6524.0,9.0
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1,33175.0,696675.0,1/31/2019,10:46:00,Credit card,66.35,4761904762,33175.0,9.7
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,6,7773.0,163233.0,2019-05-02 00:00:00,10:16:00,Ewallet,155.46,4761904762,7773.0,8.7
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2/13/2019,12:38:00,Ewallet,129.0,4761904762,6.45,6.5
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13188.0,276948.0,2019-07-02 00:00:00,13:05:00,Credit card,263.76,4761904762,13188.0,6.9
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75.06,9,33777.0,709317.0,3/19/2019,13:25:00,Ewallet,675.54,4761904762,33777.0,6.2
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,2019-07-03 00:00:00,14:53:00,Ewallet,65.8,4761904762,3.29,5.6
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,160.86,3/13/2019,19:22:00,Cash,153.2,4761904762,7.66,5.7
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,2019-09-02 00:00:00,11:00:00,Cash,222.4,4761904762,11.12,4.2
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1,27225.0,571725.0,2/26/2019,19:24:00,Ewallet,54.45,4761904762,27225.0,7.9
253-12-6086,A,Yangon,Member,Female,Sports and travel,98.4,7,34.44,723.24,2019-12-03 00:00:00,12:43:00,Credit card,688.8,4761904762,34.44,8.7
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7094.0,148974.0,3/14/2019,17:22:00,Credit card,141.88,4761904762,7094.0,6.9
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,2019-08-01 00:00:00,20:55:00,Cash,746.0,4761904762,37.3,9.5
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.74,4,14148.0,297108.0,2019-05-01 00:00:00,16:05:00,Credit card,282.96,4761904762,14148.0,4.4
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,2019-04-01 00:00:00,13:34:00,Ewallet,355.4,4761904762,17.77,7.0
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5,168575.0,3540075.0,2019-06-03 00:00:00,18:13:00,Ewallet,337.15,4761904762,168575.0,6.3
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,2112.0,44352.0,2019-03-01 00:00:00,19:17:00,Cash,42.24,4761904762,2112.0,9.7
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9,9693.0,203553.0,2019-07-01 00:00:00,11:44:00,Credit card,193.86,4761904762,9693.0,8.8
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,1203.0,25263.0,1/27/2019,15:51:00,Cash,24.06,4761904762,1203.0,5.1
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,29913.0,628173.0,2/26/2019,16:52:00,Ewallet,598.26,4761904762,29913.0,7.9
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,167895.0,3525795.0,2019-07-01 00:00:00,20:52:00,Cash,335.79,4761904762,167895.0,6.2
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,2019-07-01 00:00:00,17:36:00,Cash,218.2,4761904762,10.91,7.1
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19084.0,400764.0,2019-02-02 00:00:00,13:23:00,Ewallet,381.68,4761904762,19084.0,6.4
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35495.0,745395.0,3/20/2019,16:28:00,Cash,709.9,4761904762,35495.0,5.7
828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,3/20/2019,19:57:00,Credit card,440.2,4761904762,22.01,9.6
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,27984.0,587664.0,2/15/2019,17:01:00,Credit card,559.68,4761904762,27984.0,6.4
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37.0,1,1.85,38.85,2019-06-03 00:00:00,13:29:00,Credit card,37.0,4761904762,1.85,7.9
490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1,0.767,16107.0,2019-06-01 00:00:00,11:09:00,Cash,15.34,4761904762,0.767,6.5
667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,6,29949.0,628929.0,2019-04-03 00:00:00,15:02:00,Ewallet,598.98,4761904762,29949.0,8.5
565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,9534.0,200214.0,2019-12-03 00:00:00,14:21:00,Cash,190.68,4761904762,9534.0,9.1
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2/20/2019,18:01:00,Cash,333.4,4761904762,16.67,7.6
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3743.0,78603.0,3/24/2019,14:49:00,Cash,74.86,4761904762,3743.0,6.9
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,106875.0,2244375.0,1/31/2019,12:02:00,Cash,213.75,4761904762,106875.0,9.5
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,169785.0,3565485.0,1/25/2019,13:30:00,Credit card,339.57,4761904762,169785.0,5.2
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,33208.0,697368.0,2019-03-02 00:00:00,14:38:00,Cash,664.16,4761904762,33208.0,4.2
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,1/24/2019,17:37:00,Credit card,403.0,4761904762,20.15,7.0
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,97475.0,2046975.0,3/14/2019,17:20:00,Ewallet,194.95,4761904762,97475.0,6.0
278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,3124.0,65604.0,2/18/2019,20:29:00,Cash,62.48,4761904762,3124.0,4.7
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,3636.0,76356.0,1/21/2019,10:00:00,Cash,72.72,4761904762,3636.0,7.1
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,9055.0,190155.0,3/13/2019,11:46:00,Ewallet,181.1,4761904762,9055.0,5.9
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,2019-03-03 00:00:00,13:42:00,Cash,259.6,4761904762,12.98,7.5
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5768.0,121128.0,3/29/2019,14:44:00,Cash,115.36,4761904762,5768.0,6.4
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,23514.0,493794.0,2019-10-01 00:00:00,14:16:00,Ewallet,470.28,4761904762,23514.0,5.8
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,12002.0,252042.0,1/25/2019,15:54:00,Cash,240.04,4761904762,12002.0,4.5
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,44305.0,930405.0,1/19/2019,10:21:00,Cash,88.61,4761904762,44305.0,7.7
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9982.0,209622.0,2019-02-01 00:00:00,18:09:00,Credit card,199.64,4761904762,9982.0,6.7
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,19505.0,409605.0,2019-12-03 00:00:00,16:46:00,Credit card,39.01,4761904762,19505.0,4.7
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,24305.0,510405.0,2/25/2019,15:31:00,Cash,48.61,4761904762,24305.0,4.4
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,10238.0,214998.0,3/18/2019,17:15:00,Credit card,204.76,4761904762,10238.0,4.7
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,5984.0,125664.0,2/23/2019,12:29:00,Cash,119.68,4761904762,5984.0,8.6
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,3/26/2019,20:14:00,Ewallet,505.4,4761904762,25.27,4.3
286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7,140805.0,2956905.0,3/30/2019,13:22:00,Cash,281.61,4761904762,140805.0,9.6
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,35516.0,745836.0,2/17/2019,17:09:00,Cash,710.32,4761904762,35516.0,4.1
512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3,3972.0,83412.0,3/21/2019,10:40:00,Ewallet,79.44,4761904762,3972.0,4.7
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2,8191.0,172011.0,2019-05-03 00:00:00,17:43:00,Cash,163.82,4761904762,8191.0,7.8
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,23979.0,503559.0,1/31/2019,14:04:00,Cash,479.58,4761904762,23979.0,5.5
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6933.0,145593.0,2019-05-02 00:00:00,19:05:00,Ewallet,138.66,4761904762,6933.0,9.7
870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,5,35575.0,747075.0,2019-01-02 00:00:00,10:08:00,Credit card,71.15,4761904762,35575.0,4.4
423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9,69975.0,1469475.0,2019-07-03 00:00:00,13:12:00,Cash,139.95,4761904762,69975.0,5.0
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39065.0,820365.0,2019-10-02 00:00:00,20:51:00,Cash,781.3,4761904762,39065.0,4.4
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,9937.0,208677.0,2/14/2019,17:29:00,Cash,198.74,4761904762,9937.0,5.2
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,3162.0,66402.0,2019-09-02 00:00:00,10:25:00,Cash,63.24,4761904762,3162.0,7.3
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,186975.0,3926475.0,2019-10-01 00:00:00,11:34:00,Cash,373.95,4761904762,186975.0,4.9
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,103845.0,2180745.0,2019-11-03 00:00:00,18:58:00,Credit card,207.69,4761904762,103845.0,8.1
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,8814.0,185094.0,2/18/2019,16:28:00,Ewallet,176.28,4761904762,8814.0,8.4
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,103185.0,2166885.0,2/26/2019,20:26:00,Cash,206.37,4761904762,103185.0,5.5
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1971.0,41391.0,1/18/2019,15:08:00,Cash,39.42,4761904762,1971.0,8.4
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,4578.0,96138.0,2/15/2019,18:03:00,Ewallet,91.56,4761904762,4578.0,9.8
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5,154425.0,3242925.0,2019-08-03 00:00:00,13:21:00,Cash,308.85,4761904762,154425.0,6.7
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,6456.0,135576.0,1/17/2019,12:48:00,Credit card,129.12,4761904762,6456.0,9.4
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,19548.0,410508.0,2019-12-03 00:00:00,19:53:00,Ewallet,390.96,4761904762,19548.0,6.4
815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5,24945.0,523845.0,2019-09-03 00:00:00,19:09:00,Cash,498.9,4761904762,24945.0,5.4
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,18852.0,395892.0,2019-12-03 00:00:00,16:30:00,Cash,377.04,4761904762,18852.0,8.6
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,10226.0,214746.0,1/25/2019,10:11:00,Credit card,204.52,4761904762,10226.0,4.0
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,7272.0,152712.0,3/25/2019,13:07:00,Cash,145.44,4761904762,7272.0,7.6
